work_order_id,asset_id,asset_type,maintenance_type,work_order_status,start_datetime,end_datetime,work_order_description
WO-100214,TR-701,Transformer,Cleaning,Completed,2021-12-06 07:00,2021-12-06 11:00,Completed chemical cleaning to remove deposits and restore efficiency. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100215,GT-101,Gas Turbine,Overhaul,Completed,2021-12-11 06:00,2021-12-11 10:00,Executed scheduled outage overhaul per maintenance strategy. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100216,HX-401,Heat Exchanger,Calibration,Completed,2021-12-16 08:00,2021-12-16 10:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100217,HX-402,Heat Exchanger,Inspection,Completed,2021-12-21 11:00,2021-12-21 19:00,"Inspected internals and verified clearances against OEM specifications. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100218,ST-201,Steam Turbine,Overhaul,Completed,2021-12-26 11:00,2021-12-26 19:00,"Major overhaul completed including disassembly, inspection, and rebuild. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100219,GT-101,Gas Turbine,Preventive Maintenance,Completed,2021-12-31 09:00,2021-12-31 11:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100220,GT-101,Gas Turbine,Inspection,Completed,2022-01-05 11:00,2022-01-06 11:00,Inspected internals and verified clearances against OEM specifications. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100221,P-501,Pump,Overhaul,Completed,2022-01-10 07:00,2022-01-10 09:00,Executed scheduled outage overhaul per maintenance strategy. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100222,HX-402,Heat Exchanger,Inspection,Completed,2022-01-15 09:00,2022-01-15 17:00,Performed visual and borescope inspection of critical components. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100223,HX-402,Heat Exchanger,Calibration,Completed,2022-01-20 07:00,2022-01-20 11:00,Maintenance activity completed as planned. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100224,P-501,Pump,Corrective Repair,Completed,2022-01-25 08:00,2022-01-25 10:00,"Repaired identified defect and returned unit to service. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100225,TR-701,Transformer,Overhaul,Completed,2022-01-30 08:00,2022-01-30 12:00,"Major overhaul completed including disassembly, inspection, and rebuild. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100226,ST-201,Steam Turbine,Inspection,Completed,2022-02-04 08:00,2022-02-05 08:00,"Inspected internals and verified clearances against OEM specifications. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100227,ST-201,Steam Turbine,Corrective Repair,Completed,2022-02-09 07:00,2022-02-09 15:00,Corrected fault discovered during operation. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100228,GEN-301,Generator,Overhaul,Completed,2022-02-14 08:00,2022-02-14 12:00,Executed scheduled outage overhaul per maintenance strategy. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100229,HX-401,Heat Exchanger,Seal Replacement,Completed,2022-02-19 06:00,2022-02-19 10:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100230,GT-102,Gas Turbine,Cleaning,Completed,2022-02-24 08:00,2022-02-24 12:00,Completed chemical cleaning to remove deposits and restore efficiency. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100231,ST-201,Steam Turbine,Overhaul,Completed,2022-03-01 10:00,2022-03-02 02:00,"Major overhaul completed including disassembly, inspection, and rebuild. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100232,P-501,Pump,Inspection,Completed,2022-03-06 06:00,2022-03-06 14:00,Performed visual and borescope inspection of critical components. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100233,GT-101,Gas Turbine,Bearing Replacement,Completed,2022-03-11 08:00,2022-03-11 16:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100234,P-501,Pump,Corrective Repair,Completed,2022-03-16 10:00,2022-03-16 14:00,Corrected fault discovered during operation. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100235,P-501,Pump,Bearing Replacement,Completed,2022-03-21 11:00,2022-03-21 13:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100236,GEN-301,Generator,Corrective Repair,Completed,2022-03-26 11:00,2022-03-26 13:00,Corrected fault discovered during operation. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100237,TR-701,Transformer,Preventive Maintenance,Completed,2022-03-31 06:00,2022-03-31 22:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100238,GEN-301,Generator,Calibration,Completed,2022-04-05 08:00,2022-04-05 16:00,Maintenance activity completed as planned. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100239,GT-101,Gas Turbine,Inspection,Completed,2022-04-10 08:00,2022-04-10 10:00,Performed visual and borescope inspection of critical components. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100240,TR-701,Transformer,Calibration,Completed,2022-04-15 06:00,2022-04-15 22:00,Maintenance activity completed as planned. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100241,GT-101,Gas Turbine,Calibration,Completed,2022-04-20 11:00,2022-04-21 03:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100242,HX-401,Heat Exchanger,Bearing Replacement,Completed,2022-04-25 09:00,2022-04-25 13:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100243,HX-402,Heat Exchanger,Corrective Repair,Completed,2022-04-30 10:00,2022-04-30 18:00,Corrected fault discovered during operation. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100244,GT-101,Gas Turbine,Bearing Replacement,Completed,2022-05-05 07:00,2022-05-05 11:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100245,TR-701,Transformer,Corrective Repair,Completed,2022-05-10 09:00,2022-05-10 17:00,Repaired identified defect and returned unit to service. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100246,TR-701,Transformer,Corrective Repair,Completed,2022-05-15 07:00,2022-05-15 09:00,"Corrected fault discovered during operation. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100247,GT-101,Gas Turbine,Bearing Replacement,Completed,2022-05-20 09:00,2022-05-21 01:00,Maintenance activity completed as planned. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100248,CT-601,Cooling Tower,Overhaul,Completed,2022-05-25 09:00,2022-05-26 01:00,"Major overhaul completed including disassembly, inspection, and rebuild. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100249,TR-701,Transformer,Overhaul,Completed,2022-05-30 09:00,2022-05-30 17:00,"Major overhaul completed including disassembly, inspection, and rebuild. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100250,GT-102,Gas Turbine,Cleaning,Completed,2022-06-04 10:00,2022-06-04 14:00,Completed chemical cleaning to remove deposits and restore efficiency. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100251,GEN-301,Generator,Calibration,Completed,2022-06-09 11:00,2022-06-09 19:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100252,P-501,Pump,Cleaning,Completed,2022-06-14 11:00,2022-06-14 13:00,Completed chemical cleaning to remove deposits and restore efficiency. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100253,CT-601,Cooling Tower,Seal Replacement,Completed,2022-06-19 11:00,2022-06-19 15:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100254,GT-101,Gas Turbine,Bearing Replacement,Completed,2022-06-24 06:00,2022-06-24 14:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100255,GT-102,Gas Turbine,Inspection,Completed,2022-06-29 11:00,2022-06-29 13:00,"Inspected internals and verified clearances against OEM specifications. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100256,HX-402,Heat Exchanger,Preventive Maintenance,Completed,2022-07-04 07:00,2022-07-04 15:00,Maintenance activity completed as planned. Equipment efficiency significantly reduced; corrective action required. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100257,GEN-301,Generator,Seal Replacement,Completed,2022-07-09 11:00,2022-07-10 03:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100258,ST-201,Steam Turbine,Inspection,Completed,2022-07-14 07:00,2022-07-14 11:00,"Performed visual and borescope inspection of critical components. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100259,GEN-301,Generator,Seal Replacement,Completed,2022-07-19 06:00,2022-07-19 22:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100260,TR-701,Transformer,Cleaning,Completed,2022-07-24 06:00,2022-07-24 10:00,Mechanical cleaning performed; heavy deposits removed from surfaces. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100261,HX-402,Heat Exchanger,Seal Replacement,Completed,2022-07-29 07:00,2022-07-29 23:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100262,HX-401,Heat Exchanger,Bearing Replacement,Completed,2022-08-03 08:00,2022-08-03 10:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100263,GEN-301,Generator,Seal Replacement,Completed,2022-08-08 08:00,2022-08-09 08:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100264,ST-201,Steam Turbine,Cleaning,Completed,2022-08-13 09:00,2022-08-14 01:00,Mechanical cleaning performed; heavy deposits removed from surfaces. Equipment efficiency significantly reduced; corrective action required. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100265,P-501,Pump,Calibration,Completed,2022-08-18 08:00,2022-08-18 16:00,Maintenance activity completed as planned. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100266,GT-101,Gas Turbine,Inspection,Completed,2022-08-23 06:00,2022-08-23 14:00,Performed visual and borescope inspection of critical components. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100267,GT-102,Gas Turbine,Cleaning,Completed,2022-08-28 07:00,2022-08-28 11:00,Completed chemical cleaning to remove deposits and restore efficiency. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100268,GT-101,Gas Turbine,Calibration,Completed,2022-09-02 08:00,2022-09-02 16:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100269,HX-402,Heat Exchanger,Overhaul,Completed,2022-09-07 06:00,2022-09-07 10:00,Executed scheduled outage overhaul per maintenance strategy. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100270,CT-601,Cooling Tower,Cleaning,Completed,2022-09-12 11:00,2022-09-12 19:00,Completed chemical cleaning to remove deposits and restore efficiency. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100271,CT-601,Cooling Tower,Inspection,Completed,2022-09-17 10:00,2022-09-17 18:00,Inspected internals and verified clearances against OEM specifications. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100272,HX-401,Heat Exchanger,Bearing Replacement,Completed,2022-09-22 10:00,2022-09-22 18:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100273,TR-701,Transformer,Calibration,Completed,2022-09-27 08:00,2022-09-27 16:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100274,GT-102,Gas Turbine,Overhaul,Completed,2022-10-02 07:00,2022-10-03 07:00,"Major overhaul completed including disassembly, inspection, and rebuild. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100275,HX-401,Heat Exchanger,Inspection,Completed,2022-10-07 09:00,2022-10-07 13:00,Performed visual and borescope inspection of critical components. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100276,ST-201,Steam Turbine,Bearing Replacement,Completed,2022-10-12 09:00,2022-10-13 09:00,Maintenance activity completed as planned. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100277,CT-601,Cooling Tower,Inspection,Completed,2022-10-17 08:00,2022-10-17 16:00,Inspected internals and verified clearances against OEM specifications. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100278,GEN-301,Generator,Overhaul,Completed,2022-10-22 08:00,2022-10-23 00:00,Executed scheduled outage overhaul per maintenance strategy. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100279,GT-102,Gas Turbine,Cleaning,Completed,2022-10-27 08:00,2022-10-28 08:00,"Mechanical cleaning performed; heavy deposits removed from surfaces. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100280,GT-101,Gas Turbine,Cleaning,Completed,2022-11-01 07:00,2022-11-01 23:00,Mechanical cleaning performed; heavy deposits removed from surfaces. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100281,GT-101,Gas Turbine,Calibration,Completed,2022-11-06 08:00,2022-11-06 12:00,Maintenance activity completed as planned. Equipment efficiency significantly reduced; corrective action required. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100282,CT-601,Cooling Tower,Seal Replacement,Completed,2022-11-11 07:00,2022-11-11 15:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100283,TR-701,Transformer,Preventive Maintenance,Completed,2022-11-16 07:00,2022-11-16 15:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100284,GT-102,Gas Turbine,Cleaning,Completed,2022-11-21 07:00,2022-11-21 23:00,Completed chemical cleaning to remove deposits and restore efficiency. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100285,TR-701,Transformer,Calibration,Completed,2022-11-26 09:00,2022-11-26 13:00,Maintenance activity completed as planned. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100286,P-501,Pump,Inspection,Completed,2022-12-01 08:00,2022-12-01 10:00,Inspected internals and verified clearances against OEM specifications. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100287,HX-401,Heat Exchanger,Corrective Repair,Completed,2022-12-06 07:00,2022-12-06 15:00,"Corrected fault discovered during operation. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100288,CT-601,Cooling Tower,Cleaning,Completed,2022-12-11 10:00,2022-12-12 02:00,Completed chemical cleaning to remove deposits and restore efficiency. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100289,ST-201,Steam Turbine,Preventive Maintenance,Completed,2022-12-16 10:00,2022-12-16 14:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100290,HX-402,Heat Exchanger,Bearing Replacement,Completed,2022-12-21 11:00,2022-12-21 19:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100291,GEN-301,Generator,Overhaul,Completed,2022-12-26 09:00,2022-12-27 01:00,"Major overhaul completed including disassembly, inspection, and rebuild. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100292,CT-601,Cooling Tower,Seal Replacement,Completed,2022-12-31 11:00,2022-12-31 13:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100293,P-501,Pump,Overhaul,Completed,2023-01-05 08:00,2023-01-05 12:00,Executed scheduled outage overhaul per maintenance strategy. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100294,ST-201,Steam Turbine,Bearing Replacement,Completed,2023-01-10 07:00,2023-01-10 15:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100295,HX-401,Heat Exchanger,Seal Replacement,Completed,2023-01-15 09:00,2023-01-15 11:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100296,GT-101,Gas Turbine,Overhaul,Completed,2023-01-20 09:00,2023-01-20 11:00,"Major overhaul completed including disassembly, inspection, and rebuild. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100297,HX-401,Heat Exchanger,Inspection,Completed,2023-01-25 08:00,2023-01-26 00:00,Performed visual and borescope inspection of critical components. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100298,CT-601,Cooling Tower,Bearing Replacement,Completed,2023-01-30 11:00,2023-01-31 11:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100299,GT-102,Gas Turbine,Calibration,Completed,2023-02-04 11:00,2023-02-04 13:00,Maintenance activity completed as planned. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100300,ST-201,Steam Turbine,Overhaul,Completed,2023-02-09 11:00,2023-02-09 13:00,"Executed scheduled outage overhaul per maintenance strategy. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100301,HX-401,Heat Exchanger,Overhaul,Completed,2023-02-14 10:00,2023-02-15 02:00,"Major overhaul completed including disassembly, inspection, and rebuild. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100302,HX-402,Heat Exchanger,Seal Replacement,Completed,2023-02-19 08:00,2023-02-19 16:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100303,P-501,Pump,Seal Replacement,Completed,2023-02-24 10:00,2023-02-24 18:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100304,ST-201,Steam Turbine,Inspection,Completed,2023-03-01 10:00,2023-03-01 18:00,"Inspected internals and verified clearances against OEM specifications. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100305,HX-402,Heat Exchanger,Cleaning,Completed,2023-03-06 06:00,2023-03-07 06:00,Completed chemical cleaning to remove deposits and restore efficiency. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100306,HX-401,Heat Exchanger,Cleaning,Completed,2023-03-11 08:00,2023-03-11 16:00,Mechanical cleaning performed; heavy deposits removed from surfaces. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100307,GT-101,Gas Turbine,Seal Replacement,Completed,2023-03-16 07:00,2023-03-16 11:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100308,HX-402,Heat Exchanger,Bearing Replacement,Completed,2023-03-21 08:00,2023-03-22 00:00,Maintenance activity completed as planned. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100309,GT-101,Gas Turbine,Cleaning,Completed,2023-03-26 06:00,2023-03-26 08:00,Completed chemical cleaning to remove deposits and restore efficiency. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100310,GEN-301,Generator,Corrective Repair,Completed,2023-03-31 08:00,2023-03-31 12:00,Corrected fault discovered during operation. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100311,GT-101,Gas Turbine,Calibration,Completed,2023-04-05 06:00,2023-04-05 08:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100312,TR-701,Transformer,Calibration,Completed,2023-04-10 09:00,2023-04-11 01:00,Maintenance activity completed as planned. Equipment efficiency significantly reduced; corrective action required. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100313,GT-102,Gas Turbine,Preventive Maintenance,Completed,2023-04-15 11:00,2023-04-15 19:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100314,HX-401,Heat Exchanger,Calibration,Completed,2023-04-20 09:00,2023-04-21 01:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100315,GEN-301,Generator,Calibration,Completed,2023-04-25 10:00,2023-04-25 14:00,Maintenance activity completed as planned. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100316,GT-101,Gas Turbine,Calibration,Completed,2023-04-30 07:00,2023-04-30 15:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100317,ST-201,Steam Turbine,Inspection,Completed,2023-05-05 10:00,2023-05-06 02:00,Inspected internals and verified clearances against OEM specifications. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100318,HX-402,Heat Exchanger,Inspection,Completed,2023-05-10 09:00,2023-05-11 01:00,"Performed visual and borescope inspection of critical components. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100319,GEN-301,Generator,Inspection,Completed,2023-05-15 11:00,2023-05-15 19:00,"Performed visual and borescope inspection of critical components. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100320,CT-601,Cooling Tower,Overhaul,Completed,2023-05-20 07:00,2023-05-21 07:00,Executed scheduled outage overhaul per maintenance strategy. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
