EXCEEDANCE_ID,WELL_TEST_ID,EXCEEDANCE_REQUIRED,NOTIFICATION_DATE,NOTIFICATION_METHOD,CREATE_TIMESTAMP,CREATE_USERID
108430,12266,Yes,2011-07-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
108432,12936,Yes,2011-07-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
108434,12267,Yes,2011-07-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
108436,12065,Yes,2011-07-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
108438,10715,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108440,7754,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108442,11537,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108444,10454,Yes,2011-06-07T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
108446,11913,Yes,2011-06-24T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
108448,12937,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108450,6957,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108452,12268,Yes,2011-06-07T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
108454,6612,Yes,2011-06-24T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
108458,10556,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108460,11446,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108462,10102,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108464,11538,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108466,11180,Yes,2011-06-07T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
108468,10557,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108470,6614,Yes,2011-07-13T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
108472,11532,Yes,2011-07-15T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
108474,10833,Yes,2011-07-01T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
108476,11876,Yes,2011-07-01T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
108478,5609,Yes,2011-07-01T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
108480,12066,Yes,2011-07-19T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
108482,11447,Yes,2011-07-19T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
108484,10103,Yes,2011-07-01T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
108486,5610,Yes,2011-07-26T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
108488,11494,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108490,12122,Yes,2011-06-28T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
108492,11533,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108494,12067,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108496,11539,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108498,10716,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108500,10558,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
108502,12938,Yes,2011-06-20T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
108503,12939,Yes ,2011-07-01T00:00:00.000Z,Phone,2011-10-22T01:00:00.747Z,BWWT_ETL_Process
108504,12940,Yes ,2011-08-03T00:00:00.000Z,Letter,2011-10-22T01:00:04.650Z,BWWT_ETL_Process
108505,12941,Yes ,2011-07-11T00:00:00.000Z,Phone,2011-10-22T01:00:08.947Z,BWWT_ETL_Process
108506,12942,Yes ,2011-08-04T00:00:00.000Z,Letter,2011-10-22T01:00:13.027Z,BWWT_ETL_Process
108507,12943,Yes ,2011-08-04T00:00:00.000Z,Letter,2011-10-22T01:00:17.350Z,BWWT_ETL_Process
108508,12944,Yes ,2011-08-09T00:00:00.000Z,Letter,2011-10-22T01:00:23.163Z,BWWT_ETL_Process
108509,12945,Yes ,2011-07-11T00:00:00.000Z,Phone,2011-10-22T01:00:27.627Z,BWWT_ETL_Process
108510,12946,Yes ,2011-08-10T00:00:00.000Z,Letter,2011-10-22T01:00:31.417Z,BWWT_ETL_Process
108511,12947,Yes ,2011-08-10T00:00:00.000Z,Letter,2011-10-22T01:00:35.307Z,BWWT_ETL_Process
108512,12948,Yes ,2011-08-18T00:00:00.000Z,Letter,2011-10-22T01:00:39.607Z,BWWT_ETL_Process
108513,12949,Yes ,2011-08-16T00:00:00.000Z,Letter,2011-10-22T01:00:43.350Z,BWWT_ETL_Process
108514,12950,Yes ,2011-07-18T00:00:00.000Z,Phone,2011-10-22T01:00:47.540Z,BWWT_ETL_Process
108515,12951,Yes ,2011-08-16T00:00:00.000Z,Letter,2011-10-22T01:00:51.643Z,BWWT_ETL_Process
108516,12952,Yes ,2011-08-16T00:00:00.000Z,Letter,2011-10-22T01:00:55.853Z,BWWT_ETL_Process
108517,12953,No ,null,null,2011-10-22T01:01:00.257Z,BWWT_ETL_Process
108518,12954,No ,null,null,2011-10-22T01:01:05.377Z,BWWT_ETL_Process
108519,12955,Yes ,2011-06-24T00:00:00.000Z,Phone,2011-10-22T01:01:09.833Z,BWWT_ETL_Process
108520,12956,No ,null,null,2011-10-22T01:01:14.187Z,BWWT_ETL_Process
108521,12957,Yes ,2011-06-24T00:00:00.000Z,Phone,2011-10-22T01:01:20.723Z,BWWT_ETL_Process
108522,12958,No ,null,null,2011-10-22T01:01:24.713Z,BWWT_ETL_Process
108523,12959,No ,null,null,2011-10-22T01:01:31.910Z,BWWT_ETL_Process
108524,12960,No ,null,null,2011-10-22T01:01:37.470Z,BWWT_ETL_Process
108525,12961,Yes ,2011-07-20T00:00:00.000Z,A combination of the above,2011-10-22T01:01:41.677Z,BWWT_ETL_Process
108526,12962,No ,null,null,2011-10-22T01:01:45.860Z,BWWT_ETL_Process
108527,12963,No ,null,null,2011-10-22T01:01:49.653Z,BWWT_ETL_Process
108528,12964,No ,null,null,2011-10-22T01:01:54.923Z,BWWT_ETL_Process
108529,12965,No ,null,null,2011-10-22T01:01:59.640Z,BWWT_ETL_Process
108530,12966,Yes ,2011-07-10T00:00:00.000Z,A combination of the above,2011-10-22T01:02:03.333Z,BWWT_ETL_Process
108531,12967,Yes ,2011-07-04T00:00:00.000Z,A combination of the above,2011-10-22T01:02:07.427Z,BWWT_ETL_Process
108532,12968,Yes ,2011-07-13T00:00:00.000Z,A combination of the above,2011-10-22T01:02:11.273Z,BWWT_ETL_Process
108533,12969,Yes ,2011-07-15T00:00:00.000Z,A combination of the above,2011-10-22T01:02:16.660Z,BWWT_ETL_Process
108534,12970,Yes ,2011-07-20T00:00:00.000Z,A combination of the above,2011-10-22T01:02:20.257Z,BWWT_ETL_Process
108535,12971,Yes ,2011-07-20T00:00:00.000Z,A combination of the above,2011-10-22T01:02:24.080Z,BWWT_ETL_Process
108536,12972,Yes ,2011-07-26T00:00:00.000Z,A combination of the above,2011-10-22T01:02:28.597Z,BWWT_ETL_Process
108537,12973,No ,null,null,2011-10-22T01:02:33.040Z,BWWT_ETL_Process
108538,12974,No ,null,null,2011-10-22T01:02:37.240Z,BWWT_ETL_Process
108539,12975,No ,null,null,2011-10-22T01:02:42.007Z,BWWT_ETL_Process
108540,12976,No ,null,null,2011-10-22T01:02:45.550Z,BWWT_ETL_Process
108541,12977,Yes ,2011-08-04T00:00:00.000Z,A combination of the above,2011-10-22T01:02:49.683Z,BWWT_ETL_Process
108542,12978,Yes ,2011-06-28T00:00:00.000Z,A combination of the above,2011-10-22T01:02:53.907Z,BWWT_ETL_Process
108543,12979,No ,null,null,2011-10-22T01:02:57.477Z,BWWT_ETL_Process
108544,12980,Yes ,2011-07-12T00:00:00.000Z,A combination of the above,2011-10-22T01:03:01.190Z,BWWT_ETL_Process
108545,12981,No ,null,null,2011-10-22T01:03:04.780Z,BWWT_ETL_Process
108546,12982,No ,null,null,2011-10-22T01:03:09.797Z,BWWT_ETL_Process
108547,12983,No ,null,null,2011-10-22T01:03:13.817Z,BWWT_ETL_Process
108548,12984,No ,null,null,2011-10-22T01:03:17.550Z,BWWT_ETL_Process
108549,12985,Yes ,2011-07-29T00:00:00.000Z,A combination of the above,2011-10-22T01:03:21.240Z,BWWT_ETL_Process
108550,12986,Yes ,2011-07-27T00:00:00.000Z,A combination of the above,2011-10-22T01:03:24.917Z,BWWT_ETL_Process
108551,12987,No ,null,null,2011-10-22T01:03:28.480Z,BWWT_ETL_Process
108552,12988,No ,null,null,2011-10-22T01:03:32.803Z,BWWT_ETL_Process
108553,12989,Yes ,2011-07-29T00:00:00.000Z,A combination of the above,2011-10-22T01:03:36.587Z,BWWT_ETL_Process
108554,12990,No ,null,null,2011-10-22T01:03:42.367Z,BWWT_ETL_Process
108555,12991,No ,null,null,2011-10-22T01:03:46.480Z,BWWT_ETL_Process
108556,12992,No ,null,null,2011-10-22T01:03:50.670Z,BWWT_ETL_Process
108557,12993,No ,null,null,2011-10-22T01:03:55.113Z,BWWT_ETL_Process
108558,12994,Yes ,2011-07-17T00:00:00.000Z,A combination of the above,2011-10-22T01:03:59.383Z,BWWT_ETL_Process
108559,12995,No ,null,null,2011-10-22T01:04:03.560Z,BWWT_ETL_Process
108560,12996,No ,null,null,2011-10-22T01:04:07.747Z,BWWT_ETL_Process
108561,12997,Yes ,2011-07-15T00:00:00.000Z,A combination of the above,2011-10-22T01:04:11.830Z,BWWT_ETL_Process
108562,12998,No ,null,null,2011-10-22T01:04:16.207Z,BWWT_ETL_Process
108563,12999,No ,null,null,2011-10-22T01:04:20.677Z,BWWT_ETL_Process
108564,13000,Yes ,2011-09-22T00:00:00.000Z,Letter,2011-10-26T00:59:47.437Z,BWWT_ETL_Process
108565,13001,Yes ,2011-09-27T00:00:00.000Z,Letter,2011-10-26T00:59:51.767Z,BWWT_ETL_Process
108566,13002,Yes ,2011-09-27T00:00:00.000Z,Letter,2011-10-26T00:59:56.017Z,BWWT_ETL_Process
108567,13003,Yes ,2011-09-27T00:00:00.000Z,Letter,2011-10-26T01:00:00.150Z,BWWT_ETL_Process
108568,13004,Yes ,2011-09-29T00:00:00.000Z,Letter,2011-10-26T01:00:04.890Z,BWWT_ETL_Process
108569,13005,Yes ,2011-09-29T00:00:00.000Z,Letter,2011-10-26T01:00:08.967Z,BWWT_ETL_Process
108570,13006,Yes ,2011-09-29T00:00:00.000Z,Letter,2011-10-26T01:00:12.730Z,BWWT_ETL_Process
108571,13007,Yes ,2011-10-01T00:00:00.000Z,Phone,2011-10-26T01:00:17.497Z,BWWT_ETL_Process
108572,13008,Yes ,2011-09-29T00:00:00.000Z,Letter,2011-10-26T01:00:21.950Z,BWWT_ETL_Process
108573,13009,Yes ,2011-10-01T00:00:00.000Z,Phone,2011-10-26T01:00:26.300Z,BWWT_ETL_Process
108574,13010,Yes ,2011-10-01T00:00:00.000Z,Letter,2011-10-26T01:00:31.883Z,BWWT_ETL_Process
108575,13011,Yes ,2011-10-01T00:00:00.000Z,Phone,2011-10-26T01:00:35.400Z,BWWT_ETL_Process
108576,13012,Yes ,2011-10-01T00:00:00.000Z,Phone,2011-10-26T01:00:39.243Z,BWWT_ETL_Process
108577,13013,Yes ,2011-10-02T00:00:00.000Z,Letter,2011-10-26T01:00:43.420Z,BWWT_ETL_Process
108578,13014,Yes ,2011-10-02T00:00:00.000Z,Letter,2011-10-26T01:00:46.993Z,BWWT_ETL_Process
108579,13015,Yes ,2011-10-13T00:00:00.000Z,Letter,2011-10-26T01:00:50.727Z,BWWT_ETL_Process
108580,13016,No ,null,null,2011-10-26T01:00:54.707Z,BWWT_ETL_Process
108581,13017,Yes ,2011-10-12T00:00:00.000Z,Letter,2011-10-26T01:00:58.503Z,BWWT_ETL_Process
108582,13018,Yes ,2011-10-13T00:00:00.000Z,Phone,2011-10-26T01:01:02.290Z,BWWT_ETL_Process
108583,13019,Yes ,2011-10-13T00:00:00.000Z,Letter,2011-10-26T01:01:06.213Z,BWWT_ETL_Process
108584,13020,Yes ,2011-07-11T00:00:00.000Z,Phone,2011-10-26T01:01:09.600Z,BWWT_ETL_Process
108585,13021,Yes ,2011-08-31T00:00:00.000Z,Letter,2011-10-26T01:01:13.577Z,BWWT_ETL_Process
108586,13022,Yes ,2011-08-12T00:00:00.000Z,Phone,2011-10-26T01:01:17.140Z,BWWT_ETL_Process
108587,13023,Yes ,2011-08-23T00:00:00.000Z,Phone,2011-10-26T01:01:22.580Z,BWWT_ETL_Process
108588,13024,Yes ,2011-08-23T00:00:00.000Z,Phone,2011-10-26T01:01:26.057Z,BWWT_ETL_Process
108589,13025,Yes ,2011-08-31T00:00:00.000Z,Letter,2011-10-26T01:01:29.990Z,BWWT_ETL_Process
108590,13026,Yes ,2011-08-31T00:00:00.000Z,Letter,2011-10-26T01:01:33.827Z,BWWT_ETL_Process
108591,13027,Yes ,2011-08-17T00:00:00.000Z,Phone,2011-10-26T01:01:37.360Z,BWWT_ETL_Process
108592,13028,Yes ,2011-09-07T00:00:00.000Z,Letter,2011-10-26T01:01:40.700Z,BWWT_ETL_Process
108593,13029,Yes ,2011-09-27T00:00:00.000Z,Phone,2011-10-26T01:01:44.577Z,BWWT_ETL_Process
108594,13030,Yes ,2011-10-07T00:00:00.000Z,Letter,2011-10-26T01:01:48.700Z,BWWT_ETL_Process
108595,13031,Yes ,2011-10-07T00:00:00.000Z,Phone,2011-10-26T01:01:52.720Z,BWWT_ETL_Process
108596,13032,Yes ,2011-10-07T00:00:00.000Z,Phone,2011-10-26T01:01:56.427Z,BWWT_ETL_Process
108597,13033,Yes ,2011-10-07T00:00:00.000Z,Letter,2011-10-26T01:01:59.930Z,BWWT_ETL_Process
108598,13034,Yes ,2011-10-05T00:00:00.000Z,Letter,2011-10-26T01:02:03.350Z,BWWT_ETL_Process
108599,13035,Yes ,2011-10-05T00:00:00.000Z,Phone,2011-10-26T01:02:07.037Z,BWWT_ETL_Process
108600,13036,No ,null,null,2011-10-26T01:02:11.430Z,BWWT_ETL_Process
108601,13037,Yes ,2011-08-19T00:00:00.000Z,Phone,2011-10-26T01:02:16.377Z,BWWT_ETL_Process
108602,13038,No ,null,null,2011-10-26T01:02:20.683Z,BWWT_ETL_Process
108603,13039,No ,null,null,2011-10-26T01:02:25.387Z,BWWT_ETL_Process
108604,13040,No ,null,null,2011-10-26T01:02:29.673Z,BWWT_ETL_Process
108605,13041,Yes ,2011-09-21T00:00:00.000Z,A combination of the above,2011-10-26T01:02:33.443Z,BWWT_ETL_Process
108606,13042,Yes ,2011-08-10T00:00:00.000Z,A combination of the above,2011-10-26T01:02:37.727Z,BWWT_ETL_Process
108607,13043,Yes ,2011-09-09T00:00:00.000Z,A combination of the above,2011-10-26T01:02:41.460Z,BWWT_ETL_Process
108608,13044,No ,null,null,2011-10-26T01:02:45.270Z,BWWT_ETL_Process
108609,13045,No ,null,null,2011-10-26T01:02:48.910Z,BWWT_ETL_Process
108610,13046,Yes ,2011-09-22T00:00:00.000Z,A combination of the above,2011-10-26T01:02:52.477Z,BWWT_ETL_Process
108611,13047,Yes ,2011-09-02T00:00:00.000Z,A combination of the above,2011-10-26T01:02:56.507Z,BWWT_ETL_Process
108612,13048,Yes ,2011-09-02T00:00:00.000Z,A combination of the above,2011-10-26T01:03:01.343Z,BWWT_ETL_Process
108613,13049,No ,null,null,2011-10-26T01:03:04.850Z,BWWT_ETL_Process
108614,13050,Yes ,2011-09-14T00:00:00.000Z,A combination of the above,2011-10-26T01:03:08.557Z,BWWT_ETL_Process
108615,13051,No ,null,null,2011-10-26T01:03:12.097Z,BWWT_ETL_Process
108616,13052,No ,null,null,2011-10-26T01:03:15.637Z,BWWT_ETL_Process
108617,13053,Yes ,2011-09-13T00:00:00.000Z,A combination of the above,2011-10-26T01:03:19.627Z,BWWT_ETL_Process
108618,13054,Yes ,2011-09-15T00:00:00.000Z,A combination of the above,2011-10-26T01:03:23.190Z,BWWT_ETL_Process
108619,13055,Yes ,2011-08-15T00:00:00.000Z,A combination of the above,2011-10-26T01:03:27.840Z,BWWT_ETL_Process
108620,13056,No ,null,null,2011-10-26T01:03:31.487Z,BWWT_ETL_Process
108621,13057,Yes ,2011-08-02T00:00:00.000Z,A combination of the above,2011-10-26T01:03:36.900Z,BWWT_ETL_Process
108622,13058,No ,null,null,2011-10-26T01:03:41.227Z,BWWT_ETL_Process
108623,13059,Yes ,2011-08-22T00:00:00.000Z,A combination of the above,2011-10-26T01:03:45.113Z,BWWT_ETL_Process
108624,13060,No ,null,null,2011-10-26T01:03:48.693Z,BWWT_ETL_Process
108625,13061,Yes ,2011-09-27T00:00:00.000Z,A combination of the above,2011-10-26T01:03:52.440Z,BWWT_ETL_Process
108626,13062,Yes ,2011-08-11T00:00:00.000Z,A combination of the above,2011-10-26T01:03:57.897Z,BWWT_ETL_Process
108627,13063,Yes ,2011-08-11T00:00:00.000Z,A combination of the above,2011-10-26T01:04:01.827Z,BWWT_ETL_Process
108628,13064,Yes ,2011-09-09T00:00:00.000Z,A combination of the above,2011-10-26T01:04:05.480Z,BWWT_ETL_Process
108629,13065,No ,null,null,2011-10-26T01:04:09.163Z,BWWT_ETL_Process
108630,13066,No ,null,null,2011-10-26T01:04:13.017Z,BWWT_ETL_Process
108631,13067,Yes ,2011-09-13T00:00:00.000Z,A combination of the above,2011-10-26T01:04:17.953Z,BWWT_ETL_Process
108632,13068,No ,null,null,2011-10-26T01:04:22.193Z,BWWT_ETL_Process
108633,13069,No ,null,null,2011-10-26T01:04:26.087Z,BWWT_ETL_Process
108634,13070,No ,null,null,2011-10-26T01:04:29.860Z,BWWT_ETL_Process
108635,13071,Yes ,2011-08-15T00:00:00.000Z,A combination of the above,2011-10-26T01:04:36.857Z,BWWT_ETL_Process
108636,13072,Yes ,2011-08-25T00:00:00.000Z,A combination of the above,2011-10-26T01:04:41.263Z,BWWT_ETL_Process
108637,13073,No ,null,null,2011-10-26T01:04:45.537Z,BWWT_ETL_Process
108638,13074,Yes ,2011-08-30T00:00:00.000Z,A combination of the above,2011-10-26T01:04:49.730Z,BWWT_ETL_Process
108639,13075,No ,null,null,2011-10-26T01:04:54.427Z,BWWT_ETL_Process
108640,13076,Yes ,2011-08-22T00:00:00.000Z,A combination of the above,2011-10-26T01:04:58.590Z,BWWT_ETL_Process
108641,13077,No ,null,null,2011-10-26T01:05:02.753Z,BWWT_ETL_Process
108642,13078,No ,null,null,2011-10-26T01:05:06.890Z,BWWT_ETL_Process
108643,13079,Yes ,2011-09-02T00:00:00.000Z,A combination of the above,2011-10-26T01:05:11.013Z,BWWT_ETL_Process
108644,13080,Yes ,2011-08-30T00:00:00.000Z,A combination of the above,2011-10-26T01:05:15.397Z,BWWT_ETL_Process
108645,13081,Yes ,2011-09-15T00:00:00.000Z,A combination of the above,2011-10-26T01:05:19.647Z,BWWT_ETL_Process
108646,13082,Yes ,2011-08-12T00:00:00.000Z,A combination of the above,2011-10-26T01:05:24.177Z,BWWT_ETL_Process
108647,13083,No ,null,null,2011-10-26T01:05:30.247Z,BWWT_ETL_Process
108648,13084,No ,null,null,2011-10-26T01:05:34.507Z,BWWT_ETL_Process
108649,13085,Yes ,2011-08-22T00:00:00.000Z,A combination of the above,2011-10-26T01:05:38.730Z,BWWT_ETL_Process
108650,13086,No ,null,null,2011-10-26T01:05:42.860Z,BWWT_ETL_Process
108651,13087,Yes ,2011-09-06T00:00:00.000Z,A combination of the above,2011-10-26T01:05:47.470Z,BWWT_ETL_Process
108652,13088,Yes ,2011-09-09T00:00:00.000Z,A combination of the above,2011-10-26T01:05:51.763Z,BWWT_ETL_Process
108653,13089,Yes ,2011-08-15T00:00:00.000Z,A combination of the above,2011-10-26T01:05:56.563Z,BWWT_ETL_Process
108654,13090,Yes ,2011-09-09T00:00:00.000Z,A combination of the above,2011-10-26T01:06:00.877Z,BWWT_ETL_Process
108655,13091,No ,null,null,2011-10-26T01:06:05.050Z,BWWT_ETL_Process
108656,13092,No ,null,null,2011-10-26T01:06:09.180Z,BWWT_ETL_Process
108657,13093,No ,null,null,2011-10-26T01:06:13.433Z,BWWT_ETL_Process
108658,13094,Yes ,2011-09-01T00:00:00.000Z,A combination of the above,2011-10-26T01:06:17.667Z,BWWT_ETL_Process
108659,13095,Yes ,2011-09-09T00:00:00.000Z,A combination of the above,2011-10-26T01:06:21.873Z,BWWT_ETL_Process
108660,13096,No ,null,null,2011-10-26T01:06:26.010Z,BWWT_ETL_Process
108661,13097,Yes ,2011-08-31T00:00:00.000Z,A combination of the above,2011-10-26T01:06:31.897Z,BWWT_ETL_Process
108662,13098,Yes ,2011-08-31T00:00:00.000Z,A combination of the above,2011-10-26T01:06:36.693Z,BWWT_ETL_Process
108663,13099,Yes ,2011-09-02T00:00:00.000Z,A combination of the above,2011-10-26T01:06:40.840Z,BWWT_ETL_Process
108664,13100,Yes ,2011-08-22T00:00:00.000Z,A combination of the above,2011-10-26T01:06:45.207Z,BWWT_ETL_Process
108665,13101,No ,null,null,2011-10-26T01:06:49.657Z,BWWT_ETL_Process
108666,13102,Yes ,2011-09-09T00:00:00.000Z,A combination of the above,2011-10-26T01:06:53.920Z,BWWT_ETL_Process
108667,13103,Yes ,2011-08-18T00:00:00.000Z,A combination of the above,2011-10-26T01:06:59.323Z,BWWT_ETL_Process
108668,13104,Yes ,2011-09-21T00:00:00.000Z,A combination of the above,2011-10-26T01:07:03.620Z,BWWT_ETL_Process
108669,13105,Yes ,2011-08-30T00:00:00.000Z,A combination of the above,2011-10-26T01:07:07.880Z,BWWT_ETL_Process
108670,13106,Yes ,2011-09-07T00:00:00.000Z,A combination of the above,2011-10-26T01:07:13.307Z,BWWT_ETL_Process
108671,13107,No ,null,null,2011-10-26T01:07:17.820Z,BWWT_ETL_Process
108672,13108,No ,null,null,2011-10-26T01:07:22.107Z,BWWT_ETL_Process
108673,13109,Yes ,2011-08-12T00:00:00.000Z,A combination of the above,2011-10-26T01:07:26.550Z,BWWT_ETL_Process
108674,13110,No ,null,null,2011-10-26T01:07:30.880Z,BWWT_ETL_Process
108675,13111,Yes ,2011-09-15T00:00:00.000Z,A combination of the above,2011-10-26T01:07:35.630Z,BWWT_ETL_Process
108676,13112,Yes ,2011-09-27T00:00:00.000Z,A combination of the above,2011-10-26T01:07:39.750Z,BWWT_ETL_Process
108677,13113,Yes ,2011-08-30T00:00:00.000Z,A combination of the above,2011-10-26T01:07:43.990Z,BWWT_ETL_Process
108678,13114,No ,null,null,2011-10-26T01:07:51.120Z,BWWT_ETL_Process
108679,13115,Yes ,2011-09-14T00:00:00.000Z,A combination of the above,2011-10-26T01:07:55.917Z,BWWT_ETL_Process
108680,13116,Yes ,2011-07-29T00:00:00.000Z,A combination of the above,2011-10-26T01:08:00.637Z,BWWT_ETL_Process
108681,13117,No ,null,null,2011-10-26T01:08:04.803Z,BWWT_ETL_Process
108682,13118,Yes ,2011-09-08T00:00:00.000Z,A combination of the above,2011-10-26T01:08:08.977Z,BWWT_ETL_Process
108683,13119,Yes ,2011-09-07T00:00:00.000Z,A combination of the above,2011-10-26T01:08:13.163Z,BWWT_ETL_Process
108684,13120,Yes ,2011-08-18T00:00:00.000Z,A combination of the above,2011-10-26T01:08:17.293Z,BWWT_ETL_Process
108685,13121,Yes ,2011-10-01T00:00:00.000Z,Letter,2011-10-27T01:00:11.400Z,BWWT_ETL_Process
108686,13122,Yes ,2011-08-31T00:00:00.000Z,Letter,2011-10-27T01:00:16.457Z,BWWT_ETL_Process
108687,13123,Yes ,2011-08-02T00:00:00.000Z,A combination of the above,2011-10-27T01:00:22.460Z,BWWT_ETL_Process
108688,13124,No ,null,null,2011-10-27T01:00:26.860Z,BWWT_ETL_Process
108690,13126,Yes ,2011-07-14T00:00:00.000Z,letter,2011-10-29T01:00:39.817Z,BWWT_ETL_Process
108697,13133,Yes ,2011-09-21T00:00:00.000Z,Phone,2011-10-29T01:01:22.480Z,BWWT_ETL_Process
108698,13134,Yes ,2011-09-21T00:00:00.000Z,Phone,2011-10-29T01:01:27.320Z,BWWT_ETL_Process
108699,13135,Yes ,2011-07-31T00:00:00.000Z,letter,2011-10-29T01:01:31.373Z,BWWT_ETL_Process
108700,13136,Yes ,2011-08-03T00:00:00.000Z,Phone,2011-11-01T01:00:10.690Z,BWWT_ETL_Process
108701,13137,Yes ,2011-08-22T00:00:00.000Z,Letter,2011-11-01T01:00:15.340Z,BWWT_ETL_Process
108702,13138,Yes ,2011-08-22T00:00:00.000Z,Letter,2011-11-01T01:00:19.793Z,BWWT_ETL_Process
108703,13139,Yes ,2011-08-09T00:00:00.000Z,Phone,2011-11-01T01:00:23.743Z,BWWT_ETL_Process
108704,13140,Yes ,2011-08-25T00:00:00.000Z,Letter,2011-11-01T01:00:28.360Z,BWWT_ETL_Process
108706,13142,Yes ,2011-07-31T00:00:00.000Z,letter,2011-11-01T01:00:40.187Z,BWWT_ETL_Process
108707,13143,Yes ,2011-07-12T00:00:00.000Z,letter,2011-11-01T01:00:44.340Z,BWWT_ETL_Process
108708,13144,Yes ,2011-10-07T00:00:00.000Z,Phone,2011-11-02T01:00:08.633Z,BWWT_ETL_Process
108709,13145,Yes ,2011-07-21T00:00:00.000Z,letter,2011-11-02T01:00:13.567Z,BWWT_ETL_Process
108710,13146,Yes ,2011-10-05T00:00:00.000Z,Letter,2011-11-02T01:00:18.087Z,BWWT_ETL_Process
108711,13147,Yes ,2011-10-05T00:00:00.000Z,Letter,2011-11-02T01:00:22.917Z,BWWT_ETL_Process
108712,13148,Yes ,2011-07-14T00:00:00.000Z,letter,2011-11-02T01:00:27.373Z,BWWT_ETL_Process
108713,13149,Yes ,2011-10-05T00:00:00.000Z,Letter,2011-11-03T01:00:08.073Z,BWWT_ETL_Process
108714,13150,Yes ,2011-10-05T00:00:00.000Z,Letter,2011-11-03T01:00:13.093Z,BWWT_ETL_Process
108715,13151,Yes ,2011-10-05T00:00:00.000Z,Letter,2011-11-03T01:00:17.833Z,BWWT_ETL_Process
108717,13153,Yes ,2011-10-05T00:00:00.000Z,Letter,2011-11-04T01:00:06.323Z,BWWT_ETL_Process
108718,13154,Yes ,2011-10-05T00:00:00.000Z,Letter,2011-11-04T01:00:11.070Z,BWWT_ETL_Process
108719,13155,Yes ,2011-10-25T00:00:00.000Z,Letter,2011-11-04T01:00:18.547Z,BWWT_ETL_Process
108720,13156,Yes ,2011-10-25T00:00:00.000Z,Letter,2011-11-04T01:00:23.440Z,BWWT_ETL_Process
108721,13157,Yes ,2011-10-25T00:00:00.000Z,Letter,2011-11-04T01:00:32.360Z,BWWT_ETL_Process
108722,13158,Yes ,2011-10-05T00:00:00.000Z,Letter,2011-11-04T01:00:38.603Z,BWWT_ETL_Process
108724,13160,No ,null,null,2011-11-04T01:00:50.637Z,BWWT_ETL_Process
108725,13161,No ,null,null,2011-11-04T01:00:56.860Z,BWWT_ETL_Process
108726,13162,Yes ,2011-08-29T00:00:00.000Z,Letter,2011-11-04T01:01:01.340Z,BWWT_ETL_Process
108727,13163,Yes ,2011-10-14T00:00:00.000Z,Phone,2011-11-05T01:00:10.170Z,BWWT_ETL_Process
108728,13164,Yes ,2011-10-15T00:00:00.000Z,Letter,2011-11-05T01:00:14.350Z,BWWT_ETL_Process
108729,13165,Yes ,2011-10-15T00:00:00.000Z,Letter,2011-11-05T01:00:19.083Z,BWWT_ETL_Process
108730,13166,Yes ,2011-10-14T00:00:00.000Z,Phone,2011-11-05T01:00:23.683Z,BWWT_ETL_Process
